,Intercept,SNEBC,resource,Rem. demand,Rem. Debris,Satisfied demand,Exp period before,Exp period after,IG_1
"(407, 6)",1,80.0,1.0,4.0,9.0,5.0,0.201896517995,0.165298888222,0.0
"(410, 0)",1,20.0,0.5,2.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(410, 1)",1,20.0,1.5,2.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(410, 6)",1,40.0,1.0,2.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(417, 0)",1,20.0,0.5,2.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(417, 1)",1,20.0,1.5,2.0,10.5,5.0,0.818730753078,0.110803158362,0.0
"(417, 3)",1,40.0,0.5,2.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(419, 0)",1,10.0,0.5,1.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(419, 1)",1,10.0,1.5,1.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(419, 4)",1,20.0,1.0,1.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(421, 0)",1,5.0,0.5,1.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(421, 1)",1,0.0,1.5,1.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(421, 2)",1,5.0,4.0,1.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(421, 3)",1,5.0,0.5,1.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(421, 4)",1,0.0,1.0,1.0,5.0,5.0,0.449328964117,0.367879441171,0.0
"(428, 1)",1,0.0,1.5,3.0,5.0,2.0,0.818730753078,0.367879441171,0.0
"(428, 2)",1,0.0,4.0,3.0,7.5,2.0,0.449328964117,0.201896517995,0.0
"(428, 3)",1,39.0,0.5,3.0,4.0,2.0,0.818730753078,0.449328964117,3.0
"(428, 4)",1,39.0,1.0,3.0,4.5,2.0,0.449328964117,0.367879441171,3.0
"(428, 6)",1,39.0,1.0,3.0,4.5,2.0,0.818730753078,0.367879441171,3.0
"(430, 0)",1,40.0,0.5,4.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(430, 1)",1,40.0,1.5,4.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(430, 6)",1,80.0,1.0,4.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(432, 0)",1,15.0,0.5,3.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(432, 1)",1,0.0,1.5,3.0,5.5,5.0,0.449328964117,0.301194211912,0.0
"(432, 2)",1,15.0,4.0,3.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(432, 3)",1,15.0,0.5,3.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(432, 4)",1,0.0,1.0,3.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(434, 0)",1,20.0,0.5,2.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(434, 1)",1,20.0,1.5,2.0,9.5,5.0,0.201896517995,0.135335283237,0.0
"(434, 3)",1,40.0,0.5,2.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(434, 4)",1,40.0,1.0,2.0,9.0,5.0,0.201896517995,0.165298888222,0.0
"(435, 0)",1,40.0,0.5,4.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(435, 1)",1,40.0,1.5,4.0,9.5,5.0,0.201896517995,0.135335283237,0.0
"(435, 3)",1,80.0,0.5,4.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(435, 4)",1,80.0,1.0,4.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(437, 0)",1,40.0,0.5,4.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(437, 1)",1,40.0,1.5,4.0,10.5,5.0,0.818730753078,0.110803158362,0.0
"(437, 3)",1,80.0,0.5,4.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(438, 0)",1,40.0,0.5,4.0,10.0,5.0,0.135335283237,0.135335283237,0.0
"(438, 1)",1,40.0,1.5,4.0,11.0,5.0,0.135335283237,0.110803158362,0.0
"(440, 0)",1,20.0,0.5,4.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(440, 1)",1,0.0,1.5,4.0,6.5,5.0,0.367879441171,0.246596963942,0.0
"(440, 2)",1,20.0,4.0,4.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(440, 3)",1,20.0,0.5,4.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(442, 2)",1,0.0,4.0,3.0,9.0,2.0,0.367879441171,0.165298888222,0.0
"(442, 3)",1,48.0,0.5,3.0,5.5,2.0,0.367879441171,0.301194211912,3.0
"(442, 4)",1,48.0,1.0,3.0,6.0,2.0,0.818730753078,0.301194211912,3.0
"(442, 6)",1,48.0,1.0,3.0,6.0,2.0,0.367879441171,0.301194211912,3.0
"(444, 0)",1,15.0,0.5,3.0,3.5,3.0,0.818730753078,0.449328964117,0.0
"(444, 1)",1,0.0,1.5,3.0,4.5,3.0,0.818730753078,0.367879441171,0.0
"(444, 2)",1,15.0,4.0,3.0,7.0,3.0,0.548811636094,0.246596963942,0.0
"(444, 4)",1,6.0,1.0,3.0,4.0,3.0,0.818730753078,0.449328964117,3.0
"(444, 6)",1,6.0,1.0,3.0,4.0,3.0,0.818730753078,0.449328964117,3.0
"(445, 0)",1,15.0,0.5,3.0,7.5,3.0,0.818730753078,0.201896517995,0.0
"(445, 1)",1,15.0,1.5,3.0,8.5,3.0,0.818730753078,0.165298888222,0.0
"(445, 3)",1,27.0,0.5,3.0,7.5,3.0,0.818730753078,0.201896517995,3.0
"(445, 4)",1,27.0,1.0,3.0,8.0,3.0,0.818730753078,0.201896517995,3.0
"(445, 6)",1,27.0,1.0,3.0,8.0,3.0,0.246596963942,0.201896517995,3.0
"(447, 0)",1,30.0,0.5,3.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(447, 1)",1,30.0,1.5,3.0,9.0,5.0,0.201896517995,0.165298888222,0.0
"(447, 3)",1,60.0,0.5,3.0,8.0,5.0,0.818730753078,0.201896517995,3.0
"(447, 4)",1,60.0,1.0,3.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(447, 6)",1,60.0,1.0,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(449, 0)",1,10.0,0.5,2.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(449, 1)",1,0.0,1.5,2.0,6.5,5.0,0.367879441171,0.246596963942,0.0
"(449, 2)",1,10.0,4.0,2.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(449, 3)",1,10.0,0.5,2.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(450, 0)",1,0.0,0.5,4.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(450, 1)",1,40.0,1.5,4.0,6.0,5.0,0.367879441171,0.301194211912,0.0
"(450, 2)",1,40.0,4.0,4.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(450, 3)",1,40.0,0.5,4.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(450, 6)",1,80.0,1.0,4.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(452, 0)",1,20.0,0.5,2.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(452, 2)",1,20.0,4.0,2.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(452, 3)",1,20.0,0.5,2.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(452, 5)",1,10.0,3.0,2.0,6.0,5.0,0.548811636094,0.301194211912,0.0
"(452, 6)",1,10.0,1.0,2.0,4.0,5.0,0.818730753078,0.449328964117,0.0
"(454, 0)",1,10.0,0.5,1.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(454, 1)",1,10.0,1.5,1.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(454, 3)",1,20.0,0.5,1.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(454, 4)",1,20.0,1.0,1.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(456, 2)",1,0.0,4.0,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(456, 3)",1,15.0,0.5,3.0,2.5,5.0,0.670320046036,0.548811636094,3.0
"(456, 4)",1,15.0,1.0,3.0,3.0,5.0,0.818730753078,0.548811636094,3.0
"(456, 5)",1,0.0,3.0,3.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(456, 6)",1,15.0,1.0,3.0,3.0,5.0,0.670320046036,0.548811636094,3.0
"(458, 0)",1,40.0,0.5,4.0,10.0,5.0,0.135335283237,0.135335283237,0.0
"(458, 1)",1,40.0,1.5,4.0,11.0,5.0,0.135335283237,0.110803158362,0.0
"(463, 2)",1,0.0,4.0,3.0,6.0,4.0,0.818730753078,0.301194211912,0.0
"(463, 3)",1,21.0,0.5,3.0,2.5,4.0,0.818730753078,0.548811636094,3.0
"(463, 4)",1,21.0,1.0,3.0,3.0,4.0,0.818730753078,0.548811636094,3.0
"(463, 5)",1,0.0,3.0,3.0,5.0,4.0,0.818730753078,0.367879441171,0.0
"(463, 6)",1,21.0,1.0,3.0,3.0,4.0,0.670320046036,0.548811636094,3.0
"(465, 0)",1,10.0,0.5,1.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(465, 1)",1,10.0,1.5,1.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(465, 3)",1,20.0,0.5,1.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(465, 4)",1,20.0,1.0,1.0,9.0,5.0,0.201896517995,0.165298888222,0.0
"(466, 0)",1,10.0,0.5,1.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(466, 1)",1,10.0,1.5,1.0,10.5,5.0,0.818730753078,0.110803158362,0.0
"(466, 3)",1,20.0,0.5,1.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(467, 0)",1,10.0,0.5,1.0,10.0,5.0,0.135335283237,0.135335283237,0.0
"(467, 1)",1,10.0,1.5,1.0,11.0,5.0,0.135335283237,0.110803158362,0.0
"(478, 0)",1,40.0,0.5,4.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(478, 1)",1,40.0,1.5,4.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(478, 3)",1,80.0,0.5,4.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(478, 4)",1,80.0,1.0,4.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(479, 0)",1,15.0,0.5,3.0,3.5,2.0,0.818730753078,0.449328964117,0.0
"(479, 1)",1,0.0,1.5,3.0,4.5,2.0,0.548811636094,0.367879441171,0.0
"(479, 2)",1,15.0,4.0,3.0,7.0,2.0,0.818730753078,0.246596963942,0.0
"(479, 4)",1,9.0,1.0,3.0,4.0,2.0,0.818730753078,0.449328964117,3.0
"(479, 6)",1,9.0,1.0,3.0,4.0,2.0,0.818730753078,0.449328964117,3.0
"(480, 0)",1,12.0,0.5,3.0,5.0,2.0,0.367879441171,0.367879441171,0.0
"(480, 2)",1,12.0,4.0,3.0,8.5,2.0,0.818730753078,0.165298888222,0.0
"(480, 4)",1,12.0,1.0,3.0,5.5,2.0,0.818730753078,0.301194211912,3.0
"(480, 6)",1,12.0,1.0,3.0,5.5,2.0,0.818730753078,0.301194211912,3.0
"(482, 0)",1,0.0,0.5,3.0,9.0,2.0,0.818730753078,0.165298888222,0.0
"(482, 3)",1,48.0,0.5,3.0,9.0,2.0,0.165298888222,0.165298888222,3.0
"(482, 4)",1,48.0,1.0,3.0,9.5,2.0,0.818730753078,0.135335283237,3.0
"(482, 6)",1,48.0,1.0,3.0,9.5,2.0,0.165298888222,0.135335283237,3.0
"(485, 0)",1,15.0,0.5,3.0,7.5,2.0,0.818730753078,0.201896517995,0.0
"(485, 1)",1,15.0,1.5,3.0,8.5,2.0,0.818730753078,0.165298888222,0.0
"(485, 3)",1,33.0,0.5,3.0,7.5,2.0,0.246596963942,0.201896517995,3.0
"(485, 4)",1,33.0,1.0,3.0,8.0,2.0,0.818730753078,0.201896517995,3.0
"(485, 6)",1,33.0,1.0,3.0,8.0,2.0,0.818730753078,0.201896517995,3.0
"(487, 0)",1,0.0,0.5,3.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(487, 1)",1,30.0,1.5,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(487, 2)",1,30.0,4.0,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(487, 3)",1,30.0,0.5,3.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(487, 4)",1,60.0,1.0,3.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(488, 0)",1,0.0,0.5,3.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(488, 1)",1,30.0,1.5,3.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(488, 2)",1,30.0,4.0,3.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(488, 3)",1,30.0,0.5,3.0,6.0,5.0,0.301194211912,0.301194211912,0.0
"(499, 4)",1,50.0,1.0,5.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(499, 5)",1,25.0,3.0,5.0,9.5,5.0,0.246596963942,0.135335283237,0.0
"(499, 6)",1,25.0,1.0,5.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(501, 0)",1,30.0,0.5,3.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(501, 1)",1,30.0,1.5,3.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(501, 3)",1,60.0,0.5,3.0,6.5,5.0,0.301194211912,0.246596963942,0.0
"(501, 5)",1,60.0,3.0,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(503, 0)",1,10.0,0.5,1.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(503, 1)",1,10.0,1.5,1.0,10.0,5.0,0.165298888222,0.135335283237,0.0
"(503, 4)",1,20.0,1.0,1.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(506, 0)",1,40.0,0.5,4.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(506, 2)",1,40.0,4.0,4.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(506, 3)",1,40.0,0.5,4.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(506, 5)",1,20.0,3.0,4.0,6.0,5.0,0.548811636094,0.301194211912,0.0
"(506, 6)",1,20.0,1.0,4.0,4.0,5.0,0.548811636094,0.449328964117,0.0
"(514, 0)",1,10.0,0.5,1.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(514, 1)",1,10.0,1.5,1.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(514, 3)",1,20.0,0.5,1.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(514, 6)",1,20.0,1.0,1.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(515, 0)",1,10.0,0.5,1.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(515, 1)",1,10.0,1.5,1.0,10.0,5.0,0.165298888222,0.135335283237,0.0
"(515, 6)",1,20.0,1.0,1.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(519, 0)",1,40.0,0.5,4.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(519, 1)",1,40.0,1.5,4.0,10.0,5.0,0.165298888222,0.135335283237,0.0
"(519, 4)",1,80.0,1.0,4.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(522, 0)",1,40.0,0.5,4.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(522, 1)",1,40.0,1.5,4.0,10.5,5.0,0.165298888222,0.110803158362,0.0
"(522, 3)",1,80.0,0.5,4.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(525, 0)",1,40.0,0.5,4.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(525, 1)",1,40.0,1.5,4.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(525, 4)",1,80.0,1.0,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(525, 5)",1,80.0,3.0,4.0,8.5,5.0,0.301194211912,0.165298888222,0.0
"(526, 0)",1,5.0,0.5,1.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(526, 1)",1,0.0,1.5,1.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(526, 2)",1,5.0,4.0,1.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(526, 3)",1,5.0,0.5,1.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(526, 6)",1,0.0,1.0,1.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(529, 0)",1,30.0,0.5,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(529, 1)",1,30.0,1.5,3.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(529, 3)",1,60.0,0.5,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(529, 4)",1,60.0,1.0,3.0,9.0,5.0,0.201896517995,0.165298888222,0.0
"(530, 2)",1,0.0,4.0,3.0,6.0,1.0,0.818730753078,0.301194211912,0.0
"(530, 3)",1,39.0,0.5,3.0,2.5,1.0,0.818730753078,0.548811636094,3.0
"(530, 4)",1,39.0,1.0,3.0,3.0,1.0,0.670320046036,0.548811636094,3.0
"(530, 5)",1,0.0,3.0,3.0,5.0,1.0,0.818730753078,0.367879441171,0.0
"(530, 6)",1,39.0,1.0,3.0,3.0,1.0,0.818730753078,0.548811636094,3.0
"(533, 0)",1,15.0,0.5,3.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(533, 1)",1,0.0,1.5,3.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(533, 2)",1,15.0,4.0,3.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(533, 3)",1,15.0,0.5,3.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(533, 6)",1,0.0,1.0,3.0,5.0,5.0,0.449328964117,0.367879441171,0.0
"(534, 0)",1,15.0,0.5,3.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(534, 1)",1,0.0,1.5,3.0,6.5,5.0,0.367879441171,0.246596963942,0.0
"(534, 2)",1,15.0,4.0,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(534, 3)",1,15.0,0.5,3.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(535, 0)",1,30.0,0.5,3.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(535, 1)",1,30.0,1.5,3.0,10.0,5.0,0.165298888222,0.135335283237,0.0
"(535, 4)",1,60.0,1.0,3.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(537, 0)",1,20.0,0.5,4.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(537, 1)",1,0.0,1.5,4.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(537, 2)",1,20.0,4.0,4.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(537, 3)",1,20.0,0.5,4.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(537, 4)",1,0.0,1.0,4.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(542, 0)",1,30.0,0.5,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(542, 1)",1,30.0,1.5,3.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(542, 4)",1,60.0,1.0,3.0,6.5,5.0,0.301194211912,0.246596963942,0.0
"(542, 5)",1,60.0,3.0,3.0,8.5,5.0,0.818730753078,0.165298888222,0.0
"(548, 0)",1,40.0,0.5,4.0,7.0,5.0,0.246596963942,0.246596963942,0.0
"(548, 1)",1,40.0,1.5,4.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(548, 5)",1,80.0,3.0,4.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(550, 0)",1,30.0,0.5,3.0,5.0,5.0,0.367879441171,0.367879441171,0.0
"(550, 1)",1,30.0,1.5,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(550, 2)",1,60.0,4.0,3.0,8.5,5.0,0.367879441171,0.165298888222,0.0
"(550, 3)",1,60.0,0.5,3.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(550, 6)",1,60.0,1.0,3.0,5.5,5.0,0.367879441171,0.301194211912,0.0
"(551, 0)",1,5.0,0.5,1.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(551, 1)",1,0.0,1.5,1.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(551, 2)",1,5.0,4.0,1.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(551, 3)",1,5.0,0.5,1.0,4.5,5.0,0.449328964117,0.367879441171,0.0
"(551, 4)",1,0.0,1.0,1.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(556, 0)",1,10.0,0.5,2.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(556, 1)",1,0.0,1.5,2.0,5.5,5.0,0.818730753078,0.301194211912,0.0
"(556, 2)",1,10.0,4.0,2.0,8.0,5.0,0.449328964117,0.201896517995,0.0
"(556, 3)",1,10.0,0.5,2.0,4.5,5.0,0.818730753078,0.367879441171,0.0
"(556, 6)",1,0.0,1.0,2.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(557, 0)",1,50.0,0.5,5.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(557, 3)",1,50.0,0.5,5.0,7.0,5.0,0.246596963942,0.246596963942,0.0
"(557, 5)",1,25.0,3.0,5.0,10.5,5.0,0.818730753078,0.110803158362,0.0
"(557, 6)",1,25.0,1.0,5.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(559, 4)",1,40.0,1.0,4.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(559, 5)",1,20.0,3.0,4.0,9.5,5.0,0.246596963942,0.135335283237,0.0
"(559, 6)",1,20.0,1.0,4.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(563, 0)",1,40.0,0.5,4.0,9.0,5.0,0.165298888222,0.165298888222,0.0
"(563, 1)",1,40.0,1.5,4.0,10.0,5.0,0.818730753078,0.135335283237,0.0
"(563, 4)",1,80.0,1.0,4.0,9.5,5.0,0.165298888222,0.135335283237,0.0
"(571, 1)",1,7.5,1.5,3.0,2.5,5.0,0.818730753078,0.548811636094,3.0
"(571, 2)",1,7.5,4.0,3.0,5.0,5.0,0.818730753078,0.367879441171,3.0
"(571, 4)",1,7.5,1.0,3.0,2.0,5.0,0.818730753078,0.670320046036,3.0
"(571, 5)",1,0.0,3.0,3.0,4.0,5.0,0.818730753078,0.449328964117,3.0
"(571, 6)",1,7.5,1.0,3.0,2.0,5.0,0.818730753078,0.670320046036,0.0
"(572, 1)",1,15.0,1.5,3.0,3.5,5.0,0.670320046036,0.449328964117,3.0
"(572, 2)",1,15.0,4.0,3.0,6.0,5.0,0.818730753078,0.301194211912,3.0
"(572, 4)",1,15.0,1.0,3.0,3.0,5.0,0.818730753078,0.548811636094,3.0
"(572, 5)",1,15.0,3.0,3.0,5.0,5.0,0.818730753078,0.367879441171,3.0
"(579, 1)",1,50.0,1.5,5.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(579, 4)",1,50.0,1.0,5.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(579, 5)",1,25.0,3.0,5.0,8.0,5.0,0.818730753078,0.201896517995,0.0
"(579, 6)",1,25.0,1.0,5.0,6.0,5.0,0.367879441171,0.301194211912,0.0
"(582, 1)",1,40.0,1.5,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(582, 4)",1,40.0,1.0,4.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(582, 5)",1,20.0,3.0,4.0,8.0,5.0,0.367879441171,0.201896517995,0.0
"(582, 6)",1,20.0,1.0,4.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(584, 2)",1,10.0,4.0,1.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(584, 4)",1,10.0,1.0,1.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(584, 5)",1,5.0,3.0,1.0,5.5,5.0,0.548811636094,0.301194211912,0.0
"(584, 6)",1,5.0,1.0,1.0,3.5,5.0,0.548811636094,0.449328964117,0.0
"(586, 0)",1,4.5,0.5,3.0,2.0,2.0,0.818730753078,0.670320046036,0.0
"(586, 2)",1,4.5,4.0,3.0,5.5,2.0,0.818730753078,0.301194211912,0.0
"(586, 4)",1,19.5,1.0,3.0,2.5,2.0,0.818730753078,0.548811636094,3.0
"(586, 5)",1,0.0,3.0,3.0,4.5,2.0,0.670320046036,0.367879441171,0.0
"(586, 6)",1,19.5,1.0,3.0,2.5,2.0,0.818730753078,0.548811636094,3.0
"(590, 1)",1,30.0,1.5,3.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(590, 2)",1,30.0,4.0,3.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(590, 5)",1,15.0,3.0,3.0,5.0,5.0,0.818730753078,0.367879441171,0.0
"(590, 6)",1,15.0,1.0,3.0,3.0,5.0,0.670320046036,0.548811636094,0.0
"(592, 1)",1,30.0,1.5,3.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(592, 5)",1,15.0,3.0,3.0,9.0,5.0,0.818730753078,0.165298888222,0.0
"(592, 6)",1,15.0,1.0,3.0,7.0,5.0,0.301194211912,0.246596963942,0.0
"(593, 0)",1,1.5,0.5,3.0,2.0,4.0,0.818730753078,0.670320046036,0.0
"(593, 2)",1,1.5,4.0,3.0,5.5,4.0,0.818730753078,0.301194211912,0.0
"(593, 4)",1,16.5,1.0,3.0,2.5,4.0,0.818730753078,0.548811636094,3.0
"(593, 5)",1,0.0,3.0,3.0,4.5,4.0,0.818730753078,0.367879441171,0.0
"(593, 6)",1,16.5,1.0,3.0,2.5,4.0,0.670320046036,0.548811636094,3.0
"(594, 4)",1,40.0,1.0,4.0,7.5,5.0,0.246596963942,0.201896517995,0.0
"(594, 5)",1,20.0,3.0,4.0,9.5,5.0,0.246596963942,0.135335283237,0.0
"(594, 6)",1,20.0,1.0,4.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(595, 2)",1,0.0,4.0,3.0,6.0,2.0,0.818730753078,0.301194211912,0.0
"(595, 3)",1,33.0,0.5,3.0,2.5,2.0,0.818730753078,0.548811636094,3.0
"(595, 4)",1,33.0,1.0,3.0,3.0,2.0,0.670320046036,0.548811636094,3.0
"(595, 5)",1,0.0,3.0,3.0,5.0,2.0,0.670320046036,0.367879441171,0.0
"(595, 6)",1,33.0,1.0,3.0,3.0,2.0,0.670320046036,0.548811636094,3.0
"(600, 4)",1,50.0,1.0,5.0,7.5,5.0,0.246596963942,0.201896517995,0.0
"(600, 5)",1,25.0,3.0,5.0,9.5,5.0,0.818730753078,0.135335283237,0.0
"(600, 6)",1,25.0,1.0,5.0,7.5,5.0,0.818730753078,0.201896517995,0.0
"(601, 5)",1,25.0,3.0,5.0,10.5,5.0,0.201896517995,0.110803158362,0.0
"(601, 6)",1,25.0,1.0,5.0,8.5,5.0,0.201896517995,0.165298888222,0.0
"(606, 1)",1,40.0,1.5,4.0,6.5,5.0,0.818730753078,0.246596963942,0.0
"(606, 4)",1,40.0,1.0,4.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(606, 5)",1,20.0,3.0,4.0,8.0,5.0,0.367879441171,0.201896517995,0.0
"(606, 6)",1,20.0,1.0,4.0,6.0,5.0,0.818730753078,0.301194211912,0.0
"(607, 1)",1,50.0,1.5,5.0,7.5,5.0,0.301194211912,0.201896517995,0.0
"(607, 5)",1,25.0,3.0,5.0,9.0,5.0,0.301194211912,0.165298888222,0.0
"(607, 6)",1,25.0,1.0,5.0,7.0,5.0,0.818730753078,0.246596963942,0.0
"(608, 0)",1,20.0,0.5,4.0,2.5,5.0,0.818730753078,0.548811636094,0.0
"(608, 1)",1,0.0,1.5,4.0,3.5,5.0,0.818730753078,0.449328964117,0.0
"(608, 2)",1,20.0,4.0,4.0,6.0,5.0,0.818730753078,0.301194211912,0.0
